c7g-xlarge	c7g.xlarge	arm64	54.218.71.250
c7i-xlarge	c7i.xlarge	amd64	44.251.103.143
c7g-16xlarge	c7g.16xlarge	arm64	35.91.63.10
c7a-16xlarge	c7a.16xlarge	amd64	35.85.222.132
