host,gp,rcu,rcu_eff,rep,hostmm_ms,threads,gomaxprocs
c7g-16xlarge,8,normal,0,39,21,11,8
c7g-16xlarge,8,normal,0,40,13,11,8
c7g-16xlarge,16,normal,0,1,13,14,16
c7g-16xlarge,16,normal,0,2,16,13,16
c7g-16xlarge,16,normal,0,3,10,11,16
c7g-16xlarge,16,normal,0,4,23,16,16
c7g-16xlarge,16,normal,0,5,14,13,16
c7g-16xlarge,16,normal,0,6,10,12,16
c7g-16xlarge,16,normal,0,7,10,14,16
c7g-16xlarge,16,normal,0,8,12,14,16
c7g-16xlarge,16,normal,0,9,19,13,16
c7g-16xlarge,16,normal,0,10,14,14,16
c7g-16xlarge,16,normal,0,11,21,15,16
c7g-16xlarge,16,normal,0,12,23,14,16
c7g-16xlarge,16,normal,0,13,21,15,16
c7g-16xlarge,16,normal,0,14,16,13,16
c7g-16xlarge,16,normal,0,15,11,12,16
c7g-16xlarge,16,normal,0,16,14,12,16
c7g-16xlarge,16,normal,0,17,18,13,16
c7g-16xlarge,16,normal,0,18,26,16,16
c7g-16xlarge,16,normal,0,19,10,16,16
c7g-16xlarge,16,normal,0,20,21,16,16
c7g-16xlarge,16,normal,0,21,14,14,16
c7g-16xlarge,16,normal,0,22,18,13,16
c7g-16xlarge,16,normal,0,23,18,14,16
c7g-16xlarge,16,normal,0,24,15,14,16
c7g-16xlarge,16,normal,0,25,19,13,16
c7g-16xlarge,16,normal,0,26,22,16,16
c7g-16xlarge,16,normal,0,27,19,13,16
c7g-16xlarge,16,normal,0,28,25,16,16
c7g-16xlarge,16,normal,0,29,15,13,16
c7g-16xlarge,16,normal,0,30,16,13,16
c7g-16xlarge,16,normal,0,31,17,14,16
c7g-16xlarge,16,normal,0,32,17,13,16
c7g-16xlarge,16,normal,0,33,17,12,16
c7g-16xlarge,16,normal,0,34,18,14,16
c7g-16xlarge,16,normal,0,35,16,17,16
c7g-16xlarge,16,normal,0,36,16,12,16
c7g-16xlarge,16,normal,0,37,17,13,16
c7g-16xlarge,16,normal,0,38,13,12,16
c7g-16xlarge,16,normal,0,39,13,12,16
c7g-16xlarge,16,normal,0,40,18,14,16
c7g-16xlarge,32,normal,0,1,17,17,32
c7g-16xlarge,32,normal,0,2,12,15,32
c7g-16xlarge,32,normal,0,3,18,13,32
c7g-16xlarge,32,normal,0,4,16,13,32
c7g-16xlarge,32,normal,0,5,7.0,17,32
c7g-16xlarge,32,normal,0,6,13,14,32
c7g-16xlarge,32,normal,0,7,16,15,32
c7g-16xlarge,32,normal,0,8,12,15,32
c7g-16xlarge,32,normal,0,9,13,15,32
c7g-16xlarge,32,normal,0,10,12,16,32
c7g-16xlarge,32,normal,0,11,12,13,32
c7g-16xlarge,32,normal,0,12,13,14,32
c7g-16xlarge,32,normal,0,13,17,17,32
c7g-16xlarge,32,normal,0,14,15,18,32
c7g-16xlarge,32,normal,0,15,12,17,32
c7g-16xlarge,32,normal,0,16,11,14,32
c7g-16xlarge,32,normal,0,17,15,15,32
c7g-16xlarge,32,normal,0,18,18,13,32
c7g-16xlarge,32,normal,0,19,16,16,32
c7g-16xlarge,32,normal,0,20,15,15,32
c7g-16xlarge,32,normal,0,21,16,17,32
c7g-16xlarge,32,normal,0,22,8.9,15,32
c7g-16xlarge,32,normal,0,23,24,13,32
c7g-16xlarge,32,normal,0,24,13,18,32
c7g-16xlarge,32,normal,0,25,20,19,32
c7g-16xlarge,32,normal,0,26,18,13,32
c7g-16xlarge,32,normal,0,27,15,13,32
c7g-16xlarge,32,normal,0,28,16,13,32
c7g-16xlarge,32,normal,0,29,15,13,32
c7g-16xlarge,32,normal,0,30,16,15,32
c7g-16xlarge,32,normal,0,31,15,17,32
c7g-16xlarge,32,normal,0,32,10,12,32
c7g-16xlarge,32,normal,0,33,16,17,32
c7g-16xlarge,32,normal,0,34,14,15,32
c7g-16xlarge,32,normal,0,35,21,18,32
c7g-16xlarge,32,normal,0,36,17,15,32
c7g-16xlarge,32,normal,0,37,13,17,32
c7g-16xlarge,32,normal,0,38,19,16,32
c7g-16xlarge,32,normal,0,39,17,16,32
c7g-16xlarge,32,normal,0,40,20,13,32
c7g-16xlarge,64,normal,0,1,12,13,64
c7g-16xlarge,64,normal,0,2,7.6,18,64
c7g-16xlarge,64,normal,0,3,21,15,64
c7g-16xlarge,64,normal,0,4,13,13,64
c7g-16xlarge,64,normal,0,5,15,14,64
c7g-16xlarge,64,normal,0,6,17,13,64
c7g-16xlarge,64,normal,0,7,20,19,64
c7g-16xlarge,64,normal,0,8,18,14,64
c7g-16xlarge,64,normal,0,9,9.7,16,64
c7g-16xlarge,64,normal,0,10,17,18,64
c7g-16xlarge,64,normal,0,11,19,13,64
c7g-16xlarge,64,normal,0,12,13,16,64
c7g-16xlarge,64,normal,0,13,18,13,64
c7g-16xlarge,64,normal,0,14,22,13,64
c7g-16xlarge,64,normal,0,15,18,17,64
c7g-16xlarge,64,normal,0,16,14,13,64
c7g-16xlarge,64,normal,0,17,22,15,64
c7g-16xlarge,64,normal,0,18,23,14,64
c7g-16xlarge,64,normal,0,19,18,15,64
c7g-16xlarge,64,normal,0,20,21,18,64
c7g-16xlarge,64,normal,0,21,13,18,64
c7g-16xlarge,64,normal,0,22,19,17,64
c7g-16xlarge,64,normal,0,23,7.9,18,64
c7g-16xlarge,64,normal,0,24,18,13,64
c7g-16xlarge,64,normal,0,25,17,18,64
c7g-16xlarge,64,normal,0,26,15,18,64
c7g-16xlarge,64,normal,0,27,19,15,64
c7g-16xlarge,64,normal,0,28,15,18,64
c7g-16xlarge,64,normal,0,29,13,16,64
c7g-16xlarge,64,normal,0,30,14,17,64
c7g-16xlarge,64,normal,0,31,18,16,64
c7g-16xlarge,64,normal,0,32,19,13,64
c7g-16xlarge,64,normal,0,33,11,18,64
c7g-16xlarge,64,normal,0,34,25,17,64
c7g-16xlarge,64,normal,0,35,20,13,64
c7g-16xlarge,64,normal,0,36,16,16,64
c7g-16xlarge,64,normal,0,37,20,17,64
c7g-16xlarge,64,normal,0,38,13,14,64
c7g-16xlarge,64,normal,0,39,19,14,64
c7g-16xlarge,64,normal,0,40,11,13,64
c7g-16xlarge,1,expedited,1,1,0.037,4,1
c7g-16xlarge,1,expedited,1,2,0.030,4,1
c7g-16xlarge,1,expedited,1,3,0.034,4,1
c7g-16xlarge,1,expedited,1,4,0.031,4,1
c7g-16xlarge,1,expedited,1,5,0.027,4,1
c7g-16xlarge,1,expedited,1,6,0.029,4,1
c7g-16xlarge,1,expedited,1,7,0.032,4,1
c7g-16xlarge,1,expedited,1,8,0.028,4,1
c7g-16xlarge,1,expedited,1,9,0.037,4,1
c7g-16xlarge,1,expedited,1,10,0.032,4,1
c7g-16xlarge,1,expedited,1,11,0.028,4,1
c7g-16xlarge,1,expedited,1,12,0.029,4,1
c7g-16xlarge,1,expedited,1,13,0.030,4,1
c7g-16xlarge,1,expedited,1,14,0.029,4,1
c7g-16xlarge,1,expedited,1,15,0.028,4,1
c7g-16xlarge,1,expedited,1,16,0.028,5,1
c7g-16xlarge,1,expedited,1,17,0.029,4,1
c7g-16xlarge,1,expedited,1,18,0.029,4,1
c7g-16xlarge,1,expedited,1,19,0.032,4,1
c7g-16xlarge,1,expedited,1,20,0.026,4,1
c7g-16xlarge,1,expedited,1,21,0.027,4,1
c7g-16xlarge,1,expedited,1,22,0.037,4,1
c7g-16xlarge,1,expedited,1,23,0.028,4,1
c7g-16xlarge,1,expedited,1,24,0.029,4,1
c7g-16xlarge,1,expedited,1,25,0.030,4,1
c7g-16xlarge,1,expedited,1,26,0.030,4,1
c7g-16xlarge,1,expedited,1,27,0.026,4,1
c7g-16xlarge,1,expedited,1,28,0.026,4,1
c7g-16xlarge,1,expedited,1,29,0.032,4,1
c7g-16xlarge,1,expedited,1,30,0.032,4,1
c7g-16xlarge,1,expedited,1,31,0.031,4,1
c7g-16xlarge,1,expedited,1,32,0.028,4,1
c7g-16xlarge,1,expedited,1,33,0.030,4,1
c7g-16xlarge,1,expedited,1,34,0.028,4,1
c7g-16xlarge,1,expedited,1,35,0.031,4,1
c7g-16xlarge,1,expedited,1,36,0.033,4,1
c7g-16xlarge,1,expedited,1,37,0.029,4,1
c7g-16xlarge,1,expedited,1,38,0.028,4,1
c7g-16xlarge,1,expedited,1,39,0.030,4,1
c7g-16xlarge,1,expedited,1,40,0.027,4,1
c7g-16xlarge,2,expedited,1,1,0.026,5,2
c7g-16xlarge,2,expedited,1,2,0.028,5,2
c7g-16xlarge,2,expedited,1,3,0.027,5,2
c7g-16xlarge,2,expedited,1,4,0.030,5,2
c7g-16xlarge,2,expedited,1,5,0.029,5,2
c7g-16xlarge,2,expedited,1,6,0.030,5,2
c7g-16xlarge,2,expedited,1,7,0.029,5,2
c7g-16xlarge,2,expedited,1,8,0.031,6,2
c7g-16xlarge,2,expedited,1,9,0.029,5,2
c7g-16xlarge,2,expedited,1,10,0.030,5,2
c7g-16xlarge,2,expedited,1,11,0.029,5,2
c7g-16xlarge,2,expedited,1,12,0.026,5,2
c7g-16xlarge,2,expedited,1,13,0.028,5,2
c7g-16xlarge,2,expedited,1,14,0.028,5,2
c7g-16xlarge,2,expedited,1,15,0.030,5,2
c7g-16xlarge,2,expedited,1,16,0.027,5,2
c7g-16xlarge,2,expedited,1,17,0.031,5,2
c7g-16xlarge,2,expedited,1,18,0.029,5,2
c7g-16xlarge,2,expedited,1,19,0.030,5,2
c7g-16xlarge,2,expedited,1,20,0.029,5,2
c7g-16xlarge,2,expedited,1,21,0.028,5,2
c7g-16xlarge,2,expedited,1,22,0.033,5,2
c7g-16xlarge,2,expedited,1,23,0.029,5,2
c7g-16xlarge,2,expedited,1,24,0.030,5,2
c7g-16xlarge,2,expedited,1,25,0.027,5,2
c7g-16xlarge,2,expedited,1,26,0.036,5,2
c7g-16xlarge,2,expedited,1,27,0.028,6,2
c7g-16xlarge,2,expedited,1,28,0.028,5,2
c7g-16xlarge,2,expedited,1,29,0.029,5,2
c7g-16xlarge,2,expedited,1,30,0.030,5,2
c7g-16xlarge,2,expedited,1,31,0.030,5,2
c7g-16xlarge,2,expedited,1,32,0.030,5,2
c7g-16xlarge,2,expedited,1,33,0.028,5,2
c7g-16xlarge,2,expedited,1,34,0.028,5,2
c7g-16xlarge,2,expedited,1,35,0.028,5,2
c7g-16xlarge,2,expedited,1,36,0.032,5,2
c7g-16xlarge,2,expedited,1,37,0.029,5,2
c7g-16xlarge,2,expedited,1,38,0.033,5,2
c7g-16xlarge,2,expedited,1,39,0.029,5,2
c7g-16xlarge,2,expedited,1,40,0.027,5,2
c7g-16xlarge,4,expedited,1,1,0.029,7,4
c7g-16xlarge,4,expedited,1,2,0.028,7,4
c7g-16xlarge,4,expedited,1,3,0.034,7,4
c7g-16xlarge,4,expedited,1,4,0.027,7,4
c7g-16xlarge,4,expedited,1,5,0.034,8,4
c7g-16xlarge,4,expedited,1,6,0.028,7,4
c7g-16xlarge,4,expedited,1,7,0.027,8,4
c7g-16xlarge,4,expedited,1,8,0.031,7,4
c7g-16xlarge,4,expedited,1,9,0.027,7,4
c7g-16xlarge,4,expedited,1,10,0.032,7,4
c7g-16xlarge,4,expedited,1,11,0.030,7,4
c7g-16xlarge,4,expedited,1,12,0.029,8,4
c7g-16xlarge,4,expedited,1,13,0.061,8,4
c7g-16xlarge,4,expedited,1,14,0.029,7,4
c7g-16xlarge,4,expedited,1,15,0.028,7,4
c7g-16xlarge,4,expedited,1,16,0.030,7,4
c7g-16xlarge,4,expedited,1,17,0.031,7,4
c7g-16xlarge,4,expedited,1,18,0.026,8,4
c7g-16xlarge,4,expedited,1,19,0.031,8,4
c7g-16xlarge,4,expedited,1,20,0.032,7,4
c7g-16xlarge,4,expedited,1,21,0.027,7,4
c7g-16xlarge,4,expedited,1,22,0.029,7,4
c7g-16xlarge,4,expedited,1,23,0.033,7,4
c7g-16xlarge,4,expedited,1,24,0.043,7,4
c7g-16xlarge,4,expedited,1,25,0.036,7,4
c7g-16xlarge,4,expedited,1,26,0.031,7,4
c7g-16xlarge,4,expedited,1,27,0.038,7,4
c7g-16xlarge,4,expedited,1,28,0.035,8,4
c7g-16xlarge,4,expedited,1,29,0.029,7,4
c7g-16xlarge,4,expedited,1,30,0.026,7,4
c7g-16xlarge,4,expedited,1,31,0.030,7,4
c7g-16xlarge,4,expedited,1,32,0.027,7,4
c7g-16xlarge,4,expedited,1,33,0.026,7,4
c7g-16xlarge,4,expedited,1,34,0.034,7,4
c7g-16xlarge,4,expedited,1,35,0.031,7,4
c7g-16xlarge,4,expedited,1,36,0.029,7,4
c7g-16xlarge,4,expedited,1,37,0.032,7,4
c7g-16xlarge,4,expedited,1,38,0.036,7,4
c7g-16xlarge,4,expedited,1,39,0.030,7,4
c7g-16xlarge,4,expedited,1,40,0.026,7,4
c7g-16xlarge,8,expedited,1,1,0.025,11,8
c7g-16xlarge,8,expedited,1,2,0.026,11,8
c7g-16xlarge,8,expedited,1,3,0.025,11,8
c7g-16xlarge,8,expedited,1,4,0.028,11,8
c7g-16xlarge,8,expedited,1,5,0.049,11,8
c7g-16xlarge,8,expedited,1,6,0.028,10,8
c7g-16xlarge,8,expedited,1,7,0.031,11,8
c7g-16xlarge,8,expedited,1,8,0.029,12,8
c7g-16xlarge,8,expedited,1,9,0.029,10,8
c7g-16xlarge,8,expedited,1,10,0.029,10,8
c7g-16xlarge,8,expedited,1,11,0.030,11,8
c7g-16xlarge,8,expedited,1,12,0.027,10,8
c7g-16xlarge,8,expedited,1,13,0.029,11,8
c7g-16xlarge,8,expedited,1,14,0.027,10,8
c7g-16xlarge,8,expedited,1,15,0.028,11,8
c7g-16xlarge,8,expedited,1,16,0.031,12,8
c7g-16xlarge,8,expedited,1,17,0.027,11,8
c7g-16xlarge,8,expedited,1,18,0.038,11,8
c7g-16xlarge,8,expedited,1,19,0.028,11,8
c7g-16xlarge,8,expedited,1,20,0.034,11,8
c7g-16xlarge,8,expedited,1,21,0.030,11,8
c7g-16xlarge,8,expedited,1,22,0.030,11,8
c7g-16xlarge,8,expedited,1,23,0.031,11,8
c7g-16xlarge,8,expedited,1,24,0.031,11,8
c7g-16xlarge,8,expedited,1,25,0.035,11,8
c7g-16xlarge,8,expedited,1,26,0.029,10,8
c7g-16xlarge,8,expedited,1,27,0.031,12,8
c7g-16xlarge,8,expedited,1,28,0.027,11,8
c7g-16xlarge,8,expedited,1,29,0.027,10,8
c7g-16xlarge,8,expedited,1,30,0.027,11,8
c7g-16xlarge,8,expedited,1,31,0.028,11,8
c7g-16xlarge,8,expedited,1,32,0.031,10,8
c7g-16xlarge,8,expedited,1,33,0.031,11,8
c7g-16xlarge,8,expedited,1,34,0.037,11,8
c7g-16xlarge,8,expedited,1,35,0.030,10,8
c7g-16xlarge,8,expedited,1,36,0.056,11,8
c7g-16xlarge,8,expedited,1,37,0.027,11,8
c7g-16xlarge,8,expedited,1,38,0.030,10,8
c7g-16xlarge,8,expedited,1,39,0.029,11,8
c7g-16xlarge,8,expedited,1,40,0.030,11,8
c7g-16xlarge,16,expedited,1,1,0.028,13,16
c7g-16xlarge,16,expedited,1,2,0.027,14,16
c7g-16xlarge,16,expedited,1,3,0.029,13,16
c7g-16xlarge,16,expedited,1,4,0.029,13,16
c7g-16xlarge,16,expedited,1,5,0.030,14,16
c7g-16xlarge,16,expedited,1,6,0.035,12,16
c7g-16xlarge,16,expedited,1,7,0.023,15,16
c7g-16xlarge,16,expedited,1,8,0.036,13,16
c7g-16xlarge,16,expedited,1,9,0.032,13,16
c7g-16xlarge,16,expedited,1,10,0.027,13,16
c7g-16xlarge,16,expedited,1,11,0.032,13,16
c7g-16xlarge,16,expedited,1,12,0.034,13,16
c7g-16xlarge,16,expedited,1,13,0.026,13,16
c7g-16xlarge,16,expedited,1,14,0.030,13,16
c7g-16xlarge,16,expedited,1,15,0.032,14,16
c7g-16xlarge,16,expedited,1,16,0.028,14,16
c7g-16xlarge,16,expedited,1,17,0.029,13,16
c7g-16xlarge,16,expedited,1,18,0.036,14,16
c7g-16xlarge,16,expedited,1,19,0.033,14,16
c7g-16xlarge,16,expedited,1,20,0.028,13,16
c7g-16xlarge,16,expedited,1,21,0.030,12,16
c7g-16xlarge,16,expedited,1,22,0.029,13,16
c7g-16xlarge,16,expedited,1,23,0.027,14,16
c7g-16xlarge,16,expedited,1,24,0.030,13,16
c7g-16xlarge,16,expedited,1,25,0.030,14,16
c7g-16xlarge,16,expedited,1,26,0.031,15,16
c7g-16xlarge,16,expedited,1,27,0.030,13,16
c7g-16xlarge,16,expedited,1,28,0.031,12,16
c7g-16xlarge,16,expedited,1,29,0.031,13,16
c7g-16xlarge,16,expedited,1,30,0.030,13,16
c7g-16xlarge,16,expedited,1,31,0.032,12,16
c7g-16xlarge,16,expedited,1,32,0.027,13,16
c7g-16xlarge,16,expedited,1,33,0.036,15,16
c7g-16xlarge,16,expedited,1,34,0.027,13,16
c7g-16xlarge,16,expedited,1,35,0.027,14,16
c7g-16xlarge,16,expedited,1,36,0.032,13,16
c7g-16xlarge,16,expedited,1,37,0.034,15,16
c7g-16xlarge,16,expedited,1,38,0.036,13,16
c7g-16xlarge,16,expedited,1,39,0.030,13,16
c7g-16xlarge,16,expedited,1,40,0.034,13,16
c7g-16xlarge,32,expedited,1,1,0.029,14,32
c7g-16xlarge,32,expedited,1,2,0.027,14,32
c7g-16xlarge,32,expedited,1,3,0.030,15,32
c7g-16xlarge,32,expedited,1,4,0.029,15,32
c7g-16xlarge,32,expedited,1,5,0.028,13,32
c7g-16xlarge,32,expedited,1,6,0.033,13,32
c7g-16xlarge,32,expedited,1,7,0.028,14,32
c7g-16xlarge,32,expedited,1,8,0.030,14,32
c7g-16xlarge,32,expedited,1,9,0.028,13,32
c7g-16xlarge,32,expedited,1,10,0.031,14,32
c7g-16xlarge,32,expedited,1,11,0.028,14,32
c7g-16xlarge,32,expedited,1,12,0.027,13,32
c7g-16xlarge,32,expedited,1,13,0.028,14,32
c7g-16xlarge,32,expedited,1,14,0.028,14,32
c7g-16xlarge,32,expedited,1,15,0.030,15,32
c7g-16xlarge,32,expedited,1,16,0.028,14,32
c7g-16xlarge,32,expedited,1,17,0.029,15,32
c7g-16xlarge,32,expedited,1,18,0.026,13,32
c7g-16xlarge,32,expedited,1,19,0.032,14,32
c7g-16xlarge,32,expedited,1,20,0.029,12,32
c7g-16xlarge,32,expedited,1,21,0.028,15,32
c7g-16xlarge,32,expedited,1,22,0.030,13,32
c7g-16xlarge,32,expedited,1,23,0.029,14,32
c7g-16xlarge,32,expedited,1,24,0.035,14,32
c7g-16xlarge,32,expedited,1,25,0.034,15,32
c7g-16xlarge,32,expedited,1,26,0.030,15,32
c7g-16xlarge,32,expedited,1,27,0.043,13,32
c7g-16xlarge,32,expedited,1,28,0.028,16,32
c7g-16xlarge,32,expedited,1,29,0.030,15,32
c7g-16xlarge,32,expedited,1,30,0.033,14,32
c7g-16xlarge,32,expedited,1,31,0.028,15,32
c7g-16xlarge,32,expedited,1,32,0.030,15,32
c7g-16xlarge,32,expedited,1,33,0.032,15,32
c7g-16xlarge,32,expedited,1,34,0.029,15,32
c7g-16xlarge,32,expedited,1,35,0.030,15,32
c7g-16xlarge,32,expedited,1,36,0.030,15,32
c7g-16xlarge,32,expedited,1,37,0.034,14,32
c7g-16xlarge,32,expedited,1,38,0.035,14,32
c7g-16xlarge,32,expedited,1,39,0.030,14,32
c7g-16xlarge,32,expedited,1,40,0.027,15,32
c7g-16xlarge,64,expedited,1,1,0.029,14,64
c7g-16xlarge,64,expedited,1,2,0.030,14,64
c7g-16xlarge,64,expedited,1,3,0.029,13,64
c7g-16xlarge,64,expedited,1,4,0.033,15,64
c7g-16xlarge,64,expedited,1,5,0.034,13,64
c7g-16xlarge,64,expedited,1,6,0.028,14,64
c7g-16xlarge,64,expedited,1,7,0.026,13,64
c7g-16xlarge,64,expedited,1,8,0.029,15,64
c7g-16xlarge,64,expedited,1,9,0.028,13,64
c7g-16xlarge,64,expedited,1,10,0.028,14,64
c7g-16xlarge,64,expedited,1,11,0.029,14,64
c7g-16xlarge,64,expedited,1,12,0.037,14,64
c7g-16xlarge,64,expedited,1,13,0.030,14,64
c7g-16xlarge,64,expedited,1,14,0.030,14,64
c7g-16xlarge,64,expedited,1,15,0.028,13,64
c7g-16xlarge,64,expedited,1,16,0.038,13,64
c7g-16xlarge,64,expedited,1,17,0.037,14,64
c7g-16xlarge,64,expedited,1,18,0.029,14,64
c7g-16xlarge,64,expedited,1,19,0.030,14,64
c7g-16xlarge,64,expedited,1,20,0.027,13,64
c7g-16xlarge,64,expedited,1,21,0.027,14,64
c7g-16xlarge,64,expedited,1,22,0.035,14,64
c7g-16xlarge,64,expedited,1,23,0.031,14,64
c7g-16xlarge,64,expedited,1,24,0.091,13,64
c7g-16xlarge,64,expedited,1,25,0.030,15,64
c7g-16xlarge,64,expedited,1,26,0.035,14,64
c7g-16xlarge,64,expedited,1,27,0.030,15,64
c7g-16xlarge,64,expedited,1,28,0.028,14,64
c7g-16xlarge,64,expedited,1,29,0.037,14,64
c7g-16xlarge,64,expedited,1,30,0.033,14,64
c7g-16xlarge,64,expedited,1,31,0.029,15,64
c7g-16xlarge,64,expedited,1,32,0.030,14,64
c7g-16xlarge,64,expedited,1,33,0.033,14,64
c7g-16xlarge,64,expedited,1,34,0.031,14,64
c7g-16xlarge,64,expedited,1,35,0.031,15,64
c7g-16xlarge,64,expedited,1,36,0.073,14,64
c7g-16xlarge,64,expedited,1,37,0.15,14,64
c7g-16xlarge,64,expedited,1,38,0.029,12,64
c7g-16xlarge,64,expedited,1,39,0.032,14,64
c7g-16xlarge,64,expedited,1,40,0.028,14,64
c7a-16xlarge,1,normal,0,1,7.9,4,1
c7a-16xlarge,1,normal,0,2,7.2,4,1
c7a-16xlarge,1,normal,0,3,15,4,1
c7a-16xlarge,1,normal,0,4,12,4,1
c7a-16xlarge,1,normal,0,5,14,4,1
c7a-16xlarge,1,normal,0,6,14,4,1
c7a-16xlarge,1,normal,0,7,14,4,1
c7a-16xlarge,1,normal,0,8,18,4,1
c7a-16xlarge,1,normal,0,9,10,4,1
c7a-16xlarge,1,normal,0,10,15,4,1
c7a-16xlarge,1,normal,0,11,13,4,1
c7a-16xlarge,1,normal,0,12,14,4,1
c7a-16xlarge,1,normal,0,13,19,4,1
c7a-16xlarge,1,normal,0,14,5.6,4,1
c7a-16xlarge,1,normal,0,15,11,4,1
c7a-16xlarge,1,normal,0,16,14,4,1
c7a-16xlarge,1,normal,0,17,19,4,1
c7a-16xlarge,1,normal,0,18,15,4,1
c7a-16xlarge,1,normal,0,19,17,4,1
c7a-16xlarge,1,normal,0,20,14,4,1
c7a-16xlarge,1,normal,0,21,12,4,1
c7a-16xlarge,1,normal,0,22,10,4,1
c7a-16xlarge,1,normal,0,23,9.3,4,1
c7a-16xlarge,1,normal,0,24,6.8,5,1
c7a-16xlarge,1,normal,0,25,9.0,4,1
c7a-16xlarge,1,normal,0,26,14,4,1
c7a-16xlarge,1,normal,0,27,11,4,1
c7a-16xlarge,1,normal,0,28,14,4,1
c7a-16xlarge,1,normal,0,29,13,4,1
c7a-16xlarge,1,normal,0,30,18,4,1
c7a-16xlarge,1,normal,0,31,16,4,1
c7a-16xlarge,1,normal,0,32,8.4,4,1
c7a-16xlarge,1,normal,0,33,18,4,1
c7a-16xlarge,1,normal,0,34,19,4,1
c7a-16xlarge,1,normal,0,35,10,4,1
c7a-16xlarge,1,normal,0,36,9.5,4,1
c7a-16xlarge,1,normal,0,37,9.5,4,1
c7a-16xlarge,1,normal,0,38,11,4,1
c7a-16xlarge,1,normal,0,39,13,4,1
c7a-16xlarge,1,normal,0,40,19,4,1
c7a-16xlarge,2,normal,0,1,12,5,2
c7a-16xlarge,2,normal,0,2,16,5,2
c7a-16xlarge,2,normal,0,3,10,5,2
c7a-16xlarge,2,normal,0,4,16,5,2
c7a-16xlarge,2,normal,0,5,6.2,6,2
c7a-16xlarge,2,normal,0,6,12,6,2
c7a-16xlarge,2,normal,0,7,11,6,2
c7a-16xlarge,2,normal,0,8,12,5,2
c7a-16xlarge,2,normal,0,9,14,5,2
c7a-16xlarge,2,normal,0,10,14,5,2
c7a-16xlarge,2,normal,0,11,17,5,2
c7a-16xlarge,2,normal,0,12,11,5,2
c7a-16xlarge,2,normal,0,13,22,6,2
c7a-16xlarge,2,normal,0,14,16,5,2
c7a-16xlarge,2,normal,0,15,12,5,2
c7a-16xlarge,2,normal,0,16,20,5,2
c7a-16xlarge,2,normal,0,17,9.3,6,2
c7a-16xlarge,2,normal,0,18,14,5,2
c7a-16xlarge,2,normal,0,19,9.6,5,2
c7a-16xlarge,2,normal,0,20,18,6,2
c7a-16xlarge,2,normal,0,21,15,5,2
c7a-16xlarge,2,normal,0,22,11,5,2
c7a-16xlarge,2,normal,0,23,7.6,5,2
c7a-16xlarge,2,normal,0,24,19,5,2
c7a-16xlarge,2,normal,0,25,15,6,2
c7a-16xlarge,2,normal,0,26,16,5,2
c7a-16xlarge,2,normal,0,27,13,5,2
c7a-16xlarge,2,normal,0,28,13,5,2
c7a-16xlarge,2,normal,0,29,15,5,2
c7a-16xlarge,2,normal,0,30,13,5,2
c7a-16xlarge,2,normal,0,31,13,5,2
c7a-16xlarge,2,normal,0,32,13,5,2
c7a-16xlarge,2,normal,0,33,10,6,2
c7a-16xlarge,2,normal,0,34,15,6,2
c7a-16xlarge,2,normal,0,35,10,6,2
c7a-16xlarge,2,normal,0,36,16,5,2
c7a-16xlarge,2,normal,0,37,18,5,2
c7a-16xlarge,2,normal,0,38,9.8,5,2
c7a-16xlarge,2,normal,0,39,14,5,2
c7a-16xlarge,2,normal,0,40,11,6,2
c7a-16xlarge,4,normal,0,1,15,8,4
c7a-16xlarge,4,normal,0,2,9.6,7,4
c7a-16xlarge,4,normal,0,3,7.6,7,4
c7a-16xlarge,4,normal,0,4,11,7,4
c7a-16xlarge,4,normal,0,5,8.3,7,4
c7a-16xlarge,4,normal,0,6,14,7,4
c7a-16xlarge,4,normal,0,7,17,7,4
c7a-16xlarge,4,normal,0,8,17,7,4
c7a-16xlarge,4,normal,0,9,9.6,7,4
c7a-16xlarge,4,normal,0,10,10,7,4
c7a-16xlarge,4,normal,0,11,10,7,4
c7a-16xlarge,4,normal,0,12,14,7,4
c7a-16xlarge,4,normal,0,13,20,7,4
c7a-16xlarge,4,normal,0,14,10,7,4
c7a-16xlarge,4,normal,0,15,17,7,4
c7a-16xlarge,4,normal,0,16,13,7,4
c7a-16xlarge,4,normal,0,17,5.7,7,4
c7a-16xlarge,4,normal,0,18,20,7,4
c7a-16xlarge,4,normal,0,19,14,7,4
c7a-16xlarge,4,normal,0,20,13,7,4
c7a-16xlarge,4,normal,0,21,11,7,4
c7a-16xlarge,4,normal,0,22,10,7,4
c7a-16xlarge,4,normal,0,23,10,7,4
c7a-16xlarge,4,normal,0,24,17,7,4
c7a-16xlarge,4,normal,0,25,22,7,4
c7a-16xlarge,4,normal,0,26,13,7,4
c7a-16xlarge,4,normal,0,27,18,7,4
c7a-16xlarge,4,normal,0,28,12,7,4
c7a-16xlarge,4,normal,0,29,14,7,4
c7a-16xlarge,4,normal,0,30,10,8,4
c7a-16xlarge,4,normal,0,31,15,7,4
c7a-16xlarge,4,normal,0,32,13,7,4
c7a-16xlarge,4,normal,0,33,11,7,4
c7a-16xlarge,4,normal,0,34,16,7,4
c7a-16xlarge,4,normal,0,35,14,7,4
c7a-16xlarge,4,normal,0,36,9.6,8,4
c7a-16xlarge,4,normal,0,37,6.7,7,4
c7a-16xlarge,4,normal,0,38,13,7,4
c7a-16xlarge,4,normal,0,39,17,7,4
c7a-16xlarge,4,normal,0,40,17,7,4
