## baseline
gp,pin,rcu,min,p50,mean,p95,max
4,0-3,normal,161.19,185.95,182.93,199.46,201.28
64,0-63,normal,182.12,204.74,204.90,219.86,235.16
## patched
gp,pin,rcu,min,p50,mean,p95,max
4,0-3,normal,110.50,122.57,121.31,128.46,129.19
64,0-63,normal,137.38,144.90,146.09,154.48,167.00
